COUNTY,AWAITING_TESTING,NEGATIVE,POSITIVE,PERCENT_POSITIVE,TOTAL_TESTED,FILE_NAME,INCONCLUSIVE
Bradford,1,739,47,6,786,html version of FL COVID Rep 05-01-2020,
Walton,,617,38,6,656,html version of FL COVID Rep 05-01-2020,1
Desoto,4,514,30,6,544,html version of FL COVID Rep 05-01-2020,
Jefferson,,140,28,17,168,html version of FL COVID Rep 05-01-2020,
Wakulla,,330,24,7,354,html version of FL COVID Rep 05-01-2020,
Baker,,381,22,5,403,html version of FL COVID Rep 05-01-2020,
Hardee,,148,22,13,170,html version of FL COVID Rep 05-01-2020,
Levy,,636,19,3,655,html version of FL COVID Rep 05-01-2020,
Jackson,,445,14,3,459,html version of FL COVID Rep 05-01-2020,
Okeechobee,1,380,12,3,392,html version of FL COVID Rep 05-01-2020,
Washington,1,295,12,4,307,html version of FL COVID Rep 05-01-2020,
Holmes,,495,10,2,505,html version of FL COVID Rep 05-01-2020,
Calhoun,1,119,8,6,127,html version of FL COVID Rep 05-01-2020,
Unknown,1,49,8,14,57,html version of FL COVID Rep 05-01-2020,
Dixie,,218,7,3,225,html version of FL COVID Rep 05-01-2020,
Hamilton,,167,7,4,174,html version of FL COVID Rep 05-01-2020,
Glades,,61,6,9,67,html version of FL COVID Rep 05-01-2020,
Liberty,,53,6,10,59,html version of FL COVID Rep 05-01-2020,
Gilchrist,1,248,5,2,253,html version of FL COVID Rep 05-01-2020,
Union,,234,5,2,239,html version of FL COVID Rep 05-01-2020,
Taylor,2,229,3,1,232,html version of FL COVID Rep 05-01-2020,
Franklin,,97,2,2,99,html version of FL COVID Rep 05-01-2020,
Lafayette,,79,2,2,81,html version of FL COVID Rep 05-01-2020,
Gulf,,138,1,1,139,html version of FL COVID Rep 05-01-2020,
Total,1207,367971,34728,9,403260,html version of FL COVID Rep 05-01-2020,561
Dade,286,78352,12632,14,91158,html version of FL COVID Rep 05-02-2020,174
Broward,30,45788,5257,10,51080,html version of FL COVID Rep 05-02-2020,35
Palm Beach,55,26469,3080,10,29779,html version of FL COVID Rep 05-02-2020,230
Orange,10,26394,1422,5,27819,html version of FL COVID Rep 05-02-2020,3
Hillsborough,19,21499,1240,5,22770,html version of FL COVID Rep 05-02-2020,31
Lee,16,11024,1085,9,12111,html version of FL COVID Rep 05-02-2020,2
Duval,79,23973,1038,4,25021,html version of FL COVID Rep 05-02-2020,10
Pinellas,250,14372,757,5,15139,html version of FL COVID Rep 05-02-2020,10
Collier,11,5227,628,11,5856,html version of FL COVID Rep 05-02-2020,1
Manatee,,3457,607,15,4066,html version of FL COVID Rep 05-02-2020,2
Escambia,21,7412,538,7,7957,html version of FL COVID Rep 05-02-2020,7
Polk,6,7484,514,6,8000,html version of FL COVID Rep 05-02-2020,2
Volusia,,9333,509,5,9845,html version of FL COVID Rep 05-02-2020,3
Osceola,49,5717,504,8,6224,html version of FL COVID Rep 05-02-2020,3
Seminole,3,7356,395,5,7755,html version of FL COVID Rep 05-02-2020,4
Sarasota,2,4567,372,8,4940,html version of FL COVID Rep 05-02-2020,1
Brevard,1,8811,297,3,9110,html version of FL COVID Rep 05-02-2020,2
Clay,,3781,278,7,4060,html version of FL COVID Rep 05-02-2020,1
Alachua,,6892,275,4,7174,html version of FL COVID Rep 05-02-2020,7
Pasco,32,5534,275,5,5814,html version of FL COVID Rep 05-02-2020,5
St. Lucie,47,3206,254,7,3462,html version of FL COVID Rep 05-02-2020,2
Charlotte,4,2006,244,11,2251,html version of FL COVID Rep 05-02-2020,1
Lake,8,6575,234,3,6809,html version of FL COVID Rep 05-02-2020,
Leon,12,3176,233,7,3411,html version of FL COVID Rep 05-02-2020,2
Sumter,24,1774,221,11,1995,html version of FL COVID Rep 05-02-2020,
St. Johns,10,5085,212,4,5298,html version of FL COVID Rep 05-02-2020,1
Martin,4,1703,199,10,1902,html version of FL COVID Rep 05-02-2020,
Marion,96,4441,182,4,4625,html version of FL COVID Rep 05-02-2020,2
Okaloosa,1,2700,158,6,2859,html version of FL COVID Rep 05-02-2020,1
Santa Rosa,1,2644,157,6,2802,html version of FL COVID Rep 05-02-2020,1
Suwannee,,686,141,17,827,html version of FL COVID Rep 05-02-2020,
Flagler,,1464,138,9,1604,html version of FL COVID Rep 05-02-2020,2
Putnam,3,1524,117,7,1641,html version of FL COVID Rep 05-02-2020,
Gadsden,,465,105,18,570,html version of FL COVID Rep 05-02-2020,
Citrus,1,1602,99,6,1703,html version of FL COVID Rep 05-02-2020,2
Hendry,1,490,96,16,586,html version of FL COVID Rep 05-02-2020,
Indian River,58,1817,92,5,1909,html version of FL COVID Rep 05-02-2020,
Hernando,,1670,92,5,1762,html version of FL COVID Rep 05-02-2020,
Highlands,5,1178,86,7,1265,html version of FL COVID Rep 05-02-2020,1
Monroe,32,1244,80,6,1324,html version of FL COVID Rep 05-02-2020,
Bay,,1578,75,5,1655,html version of FL COVID Rep 05-02-2020,2
Columbia,5,1170,68,5,1238,html version of FL COVID Rep 05-02-2020,
Nassau,,1506,58,4,1564,html version of FL COVID Rep 05-02-2020,
Madison,5,386,58,13,444,html version of FL COVID Rep 05-02-2020,
Bradford,1,748,48,6,796,html version of FL COVID Rep 05-02-2020,
Walton,,639,43,6,683,html version of FL COVID Rep 05-02-2020,1
Desoto,4,524,31,6,555,html version of FL COVID Rep 05-02-2020,
Hardee,,159,29,15,188,html version of FL COVID Rep 05-02-2020,
Jefferson,1,142,28,16,170,html version of FL COVID Rep 05-02-2020,
Wakulla,,361,23,6,384,html version of FL COVID Rep 05-02-2020,
Baker,,384,22,5,406,html version of FL COVID Rep 05-02-2020,
Levy,,651,19,3,670,html version of FL COVID Rep 05-02-2020,
Jackson,,469,14,3,483,html version of FL COVID Rep 05-02-2020,
Calhoun,1,126,14,10,140,html version of FL COVID Rep 05-02-2020,
Okeechobee,1,393,13,3,406,html version of FL COVID Rep 05-02-2020,
Washington,,299,12,4,311,html version of FL COVID Rep 05-02-2020,
Holmes,,501,10,2,511,html version of FL COVID Rep 05-02-2020,
Unknown,1,50,9,15,59,html version of FL COVID Rep 05-02-2020,
Liberty,,55,8,13,63,html version of FL COVID Rep 05-02-2020,
Dixie,,223,7,3,230,html version of FL COVID Rep 05-02-2020,
Hamilton,,173,7,4,180,html version of FL COVID Rep 05-02-2020,
Glades,,62,6,9,68,html version of FL COVID Rep 05-02-2020,
Gilchrist,1,256,5,2,261,html version of FL COVID Rep 05-02-2020,
Union,,238,5,2,243,html version of FL COVID Rep 05-02-2020,
Taylor,2,230,3,1,233,html version of FL COVID Rep 05-02-2020,
Franklin,,108,2,2,110,html version of FL COVID Rep 05-02-2020,
Lafayette,,79,2,2,81,html version of FL COVID Rep 05-02-2020,
Gulf,,147,1,1,148,html version of FL COVID Rep 05-02-2020,
Total,1199,380549,35463,9,416563,html version of FL COVID Rep 05-02-2020,551
Dade,293,80236,12775,14,93186,html version of FL COVID Rep 05-03-2020,175
Broward,34,46697,5312,10,52044,html version of FL COVID Rep 05-03-2020,35
Palm Beach,57,27031,3130,10,30393,html version of FL COVID Rep 05-03-2020,232
Orange,10,27259,1434,5,28696,html version of FL COVID Rep 05-03-2020,3
Hillsborough,14,22478,1281,5,23791,html version of FL COVID Rep 05-03-2020,32
Lee,18,11283,1118,9,12403,html version of FL COVID Rep 05-03-2020,2
Duval,82,24755,1045,4,25810,html version of FL COVID Rep 05-03-2020,10
Pinellas,297,14746,766,5,15522,html version of FL COVID Rep 05-03-2020,10
Collier,11,5344,640,11,5985,html version of FL COVID Rep 05-03-2020,1
Manatee,,3710,619,14,4331,html version of FL COVID Rep 05-03-2020,2
Escambia,19,7676,593,7,8276,html version of FL COVID Rep 05-03-2020,7
Polk,6,7771,523,6,8296,html version of FL COVID Rep 05-03-2020,2
Volusia,,10038,513,5,10554,html version of FL COVID Rep 05-03-2020,3
Osceola,46,5859,509,8,6371,html version of FL COVID Rep 05-03-2020,3
Seminole,3,7727,394,5,8124,html version of FL COVID Rep 05-03-2020,3
Sarasota,2,4705,377,7,5083,html version of FL COVID Rep 05-03-2020,1
Brevard,1,8970,308,3,9280,html version of FL COVID Rep 05-03-2020,2
Alachua,,7056,286,4,7349,html version of FL COVID Rep 05-03-2020,7
Clay,,3893,279,7,4173,html version of FL COVID Rep 05-03-2020,1
Pasco,25,5853,278,5,6136,html version of FL COVID Rep 05-03-2020,5
St. Lucie,43,3337,257,7,3596,html version of FL COVID Rep 05-03-2020,2
Charlotte,6,2037,249,11,2287,html version of FL COVID Rep 05-03-2020,1
Lake,8,6852,234,3,7086,html version of FL COVID Rep 05-03-2020,
Leon,12,3337,234,7,3573,html version of FL COVID Rep 05-03-2020,2
Sumter,24,1805,226,11,2031,html version of FL COVID Rep 05-03-2020,
St. Johns,16,5189,211,4,5401,html version of FL COVID Rep 05-03-2020,1
Martin,4,1745,202,10,1947,html version of FL COVID Rep 05-03-2020,
Marion,75,4598,184,4,4784,html version of FL COVID Rep 05-03-2020,2
Okaloosa,1,2746,160,6,2907,html version of FL COVID Rep 05-03-2020,1
Santa Rosa,1,2693,157,6,2851,html version of FL COVID Rep 05-03-2020,1
Suwannee,,712,141,17,853,html version of FL COVID Rep 05-03-2020,
Flagler,,1585,140,8,1727,html version of FL COVID Rep 05-03-2020,2
Putnam,3,1565,120,7,1685,html version of FL COVID Rep 05-03-2020,
Gadsden,,480,107,18,587,html version of FL COVID Rep 05-03-2020,
Hendry,1,509,101,17,610,html version of FL COVID Rep 05-03-2020,
Citrus,1,1654,99,6,1755,html version of FL COVID Rep 05-03-2020,2
Indian River,51,1861,97,5,1958,html version of FL COVID Rep 05-03-2020,
Hernando,,1730,94,5,1824,html version of FL COVID Rep 05-03-2020,
Columbia,5,1245,92,7,1337,html version of FL COVID Rep 05-03-2020,
Highlands,5,1221,85,7,1307,html version of FL COVID Rep 05-03-2020,1
Monroe,36,1285,80,6,1365,html version of FL COVID Rep 05-03-2020,
Bay,,1618,76,4,1696,html version of FL COVID Rep 05-03-2020,2
Madison,4,393,60,13,453,html version of FL COVID Rep 05-03-2020,
Liberty,,79,60,43,139,html version of FL COVID Rep 05-03-2020,
Nassau,,1540,59,4,1599,html version of FL COVID Rep 05-03-2020,
Walton,,650,49,7,700,html version of FL COVID Rep 05-03-2020,1
Bradford,1,764,48,6,812,html version of FL COVID Rep 05-03-2020,
Desoto,4,539,32,6,571,html version of FL COVID Rep 05-03-2020,
Hardee,,193,32,14,225,html version of FL COVID Rep 05-03-2020,
Jefferson,1,145,28,16,173,html version of FL COVID Rep 05-03-2020,
Wakulla,,382,24,6,406,html version of FL COVID Rep 05-03-2020,
Baker,,398,22,5,420,html version of FL COVID Rep 05-03-2020,
Levy,,667,19,3,686,html version of FL COVID Rep 05-03-2020,
Jackson,,494,15,3,509,html version of FL COVID Rep 05-03-2020,
Calhoun,1,147,15,9,163,html version of FL COVID Rep 05-03-2020,1
Okeechobee,1,414,14,3,428,html version of FL COVID Rep 05-03-2020,
Washington,,306,12,4,318,html version of FL COVID Rep 05-03-2020,
Unknown,1,51,12,19,63,html version of FL COVID Rep 05-03-2020,
Holmes,,504,10,2,514,html version of FL COVID Rep 05-03-2020,
Dixie,,232,9,4,241,html version of FL COVID Rep 05-03-2020,
Hamilton,,175,7,4,182,html version of FL COVID Rep 05-03-2020,
Gilchrist,1,262,6,2,268,html version of FL COVID Rep 05-03-2020,
Glades,,63,6,9,69,html version of FL COVID Rep 05-03-2020,
Union,,247,5,2,252,html version of FL COVID Rep 05-03-2020,
Taylor,2,230,3,1,233,html version of FL COVID Rep 05-03-2020,
Franklin,,110,2,2,112,html version of FL COVID Rep 05-03-2020,
Lafayette,,82,2,2,84,html version of FL COVID Rep 05-03-2020,
Gulf,,153,1,1,154,html version of FL COVID Rep 05-03-2020,
Total,1226,392111,36078,8,428744,html version of FL COVID Rep 05-03-2020,555
Dade,290,83256,13092,14,96523,html version of FL COVID Rep 05-04-2020,175
Broward,34,47300,5383,10,52719,html version of FL COVID Rep 05-04-2020,36
Palm Beach,55,29547,3311,10,33077,html version of FL COVID Rep 05-04-2020,219
Orange,10,27951,1438,5,29392,html version of FL COVID Rep 05-04-2020,3
Hillsborough,12,23505,1300,5,24837,html version of FL COVID Rep 05-04-2020,32
Lee,15,11484,1138,9,12624,html version of FL COVID Rep 05-04-2020,2
Duval,79,26046,1072,4,27128,html version of FL COVID Rep 05-04-2020,10
Pinellas,264,15179,784,5,15973,html version of FL COVID Rep 05-04-2020,10
Collier,11,5393,653,11,6047,html version of FL COVID Rep 05-04-2020,1
Manatee,,3750,636,14,4388,html version of FL COVID Rep 05-04-2020,2
Escambia,18,8085,595,7,8687,html version of FL COVID Rep 05-04-2020,7
Polk,5,7870,536,6,8408,html version of FL COVID Rep 05-04-2020,2
Osceola,43,6075,516,8,6594,html version of FL COVID Rep 05-04-2020,3
Volusia,2,10428,514,5,10945,html version of FL COVID Rep 05-04-2020,3
Seminole,3,7846,396,5,8246,html version of FL COVID Rep 05-04-2020,4
Sarasota,2,4778,385,7,5164,html version of FL COVID Rep 05-04-2020,1
Brevard,1,9263,310,3,9575,html version of FL COVID Rep 05-04-2020,2
Alachua,,7129,289,4,7425,html version of FL COVID Rep 05-04-2020,7
Clay,,3963,285,7,4249,html version of FL COVID Rep 05-04-2020,1
Pasco,24,6305,282,4,6592,html version of FL COVID Rep 05-04-2020,5
St. Lucie,46,3378,260,7,3640,html version of FL COVID Rep 05-04-2020,2
Charlotte,7,2221,257,10,2479,html version of FL COVID Rep 05-04-2020,1
Leon,10,3851,243,6,4096,html version of FL COVID Rep 05-04-2020,2
Lake,8,7221,235,3,7456,html version of FL COVID Rep 05-04-2020,
Sumter,24,1847,233,11,2080,html version of FL COVID Rep 05-04-2020,
Martin,4,1774,215,11,1989,html version of FL COVID Rep 05-04-2020,
St. Johns,16,5262,211,4,5474,html version of FL COVID Rep 05-04-2020,1
Marion,91,4692,184,4,4878,html version of FL COVID Rep 05-04-2020,2
Okaloosa,1,2754,160,5,2915,html version of FL COVID Rep 05-04-2020,1
Santa Rosa,1,2844,158,5,3003,html version of FL COVID Rep 05-04-2020,1
Suwannee,,1042,141,12,1183,html version of FL COVID Rep 05-04-2020,
Flagler,,1662,140,8,1804,html version of FL COVID Rep 05-04-2020,2
Putnam,3,1749,121,6,1870,html version of FL COVID Rep 05-04-2020,
Gadsden,,532,113,18,645,html version of FL COVID Rep 05-04-2020,
Hendry,1,671,111,14,782,html version of FL COVID Rep 05-04-2020,
Citrus,1,1670,99,6,1771,html version of FL COVID Rep 05-04-2020,2
Indian River,50,1878,98,5,1976,html version of FL COVID Rep 05-04-2020,
Hernando,,1760,96,5,1856,html version of FL COVID Rep 05-04-2020,
Columbia,5,1255,96,7,1351,html version of FL COVID Rep 05-04-2020,
Highlands,5,1244,87,7,1332,html version of FL COVID Rep 05-04-2020,1
Monroe,27,1295,80,6,1375,html version of FL COVID Rep 05-04-2020,
Bay,,1624,76,4,1702,html version of FL COVID Rep 05-04-2020,2
Madison,3,407,61,13,468,html version of FL COVID Rep 05-04-2020,
Liberty,,82,60,42,142,html version of FL COVID Rep 05-04-2020,
Nassau,,1556,59,4,1615,html version of FL COVID Rep 05-04-2020,
Walton,,654,50,7,705,html version of FL COVID Rep 05-04-2020,1
Bradford,1,770,48,6,818,html version of FL COVID Rep 05-04-2020,
Desoto,4,924,39,4,963,html version of FL COVID Rep 05-04-2020,
Hardee,,196,33,14,229,html version of FL COVID Rep 05-04-2020,
Jefferson,1,152,28,16,180,html version of FL COVID Rep 05-04-2020,
Wakulla,,401,24,6,425,html version of FL COVID Rep 05-04-2020,
Baker,,402,22,5,424,html version of FL COVID Rep 05-04-2020,
Levy,,722,20,3,742,html version of FL COVID Rep 05-04-2020,
Okeechobee,1,624,18,3,642,html version of FL COVID Rep 05-04-2020,
Jackson,,507,15,3,522,html version of FL COVID Rep 05-04-2020,
Calhoun,1,149,15,9,165,html version of FL COVID Rep 05-04-2020,1
Washington,,306,12,4,318,html version of FL COVID Rep 05-04-2020,
Unknown,1,58,12,17,70,html version of FL COVID Rep 05-04-2020,
Holmes,,504,10,2,514,html version of FL COVID Rep 05-04-2020,
Dixie,,234,10,4,244,html version of FL COVID Rep 05-04-2020,
Hamilton,,177,7,4,184,html version of FL COVID Rep 05-04-2020,
Gilchrist,1,263,6,2,269,html version of FL COVID Rep 05-04-2020,
Glades,,70,6,8,76,html version of FL COVID Rep 05-04-2020,
Union,,250,5,2,255,html version of FL COVID Rep 05-04-2020,
Taylor,,236,3,1,239,html version of FL COVID Rep 05-04-2020,
Franklin,,112,2,2,114,html version of FL COVID Rep 05-04-2020,
Lafayette,,83,2,2,85,html version of FL COVID Rep 05-04-2020,
Gulf,,155,1,1,156,html version of FL COVID Rep 05-04-2020,
Total,1181,407373,36897,8,444814,html version of FL COVID Rep 05-04-2020,544
Dade,299,86686,13224,13,100085,html version of FL COVID Rep 05-05-2020,175
Broward,48,49395,5492,10,54924,html version of FL COVID Rep 05-05-2020,37
Palm Beach,60,31391,3390,10,34999,html version of FL COVID Rep 05-05-2020,218
Orange,12,29361,1446,5,30838,html version of FL COVID Rep 05-05-2020,31
Hillsborough,12,24722,1324,5,26080,html version of FL COVID Rep 05-05-2020,34
Lee,15,11756,1160,9,12918,html version of FL COVID Rep 05-05-2020,2
Duval,79,27268,1084,4,28362,html version of FL COVID Rep 05-05-2020,10
Pinellas,298,16014,788,5,16812,html version of FL COVID Rep 05-05-2020,10
Manatee,,4317,684,14,5004,html version of FL COVID Rep 05-05-2020,3
Collier,10,5548,656,11,6205,html version of FL COVID Rep 05-05-2020,1
Escambia,16,8455,598,7,9060,html version of FL COVID Rep 05-05-2020,7
Polk,5,8263,547,6,8813,html version of FL COVID Rep 05-05-2020,3
Volusia,4,10966,521,5,11494,html version of FL COVID Rep 05-05-2020,7
Osceola,42,6283,514,8,6808,html version of FL COVID Rep 05-05-2020,11
Seminole,3,8444,403,5,8854,html version of FL COVID Rep 05-05-2020,7
Sarasota,2,4991,395,7,5387,html version of FL COVID Rep 05-05-2020,1
Brevard,1,10785,319,3,11107,html version of FL COVID Rep 05-05-2020,3
Alachua,,7306,289,4,7602,html version of FL COVID Rep 05-05-2020,7
Clay,,4047,287,7,4335,html version of FL COVID Rep 05-05-2020,1
Pasco,22,6637,284,4,6927,html version of FL COVID Rep 05-05-2020,6
Charlotte,7,2482,269,10,2752,html version of FL COVID Rep 05-05-2020,1
St. Lucie,51,3556,259,7,3818,html version of FL COVID Rep 05-05-2020,3
Leon,9,4377,243,5,4622,html version of FL COVID Rep 05-05-2020,2
Sumter,24,1885,236,11,2121,html version of FL COVID Rep 05-05-2020,
Lake,8,7570,235,3,7808,html version of FL COVID Rep 05-05-2020,3
Martin,4,1860,218,10,2078,html version of FL COVID Rep 05-05-2020,
St. Johns,18,5406,214,4,5621,html version of FL COVID Rep 05-05-2020,1
Marion,119,4865,193,4,5060,html version of FL COVID Rep 05-05-2020,2
Okaloosa,1,2781,161,5,2943,html version of FL COVID Rep 05-05-2020,1
Santa Rosa,1,3056,158,5,3215,html version of FL COVID Rep 05-05-2020,1
Suwannee,,1057,142,12,1199,html version of FL COVID Rep 05-05-2020,
Flagler,,1786,141,7,1929,html version of FL COVID Rep 05-05-2020,2
Putnam,3,1775,120,6,1895,html version of FL COVID Rep 05-05-2020,
Hendry,1,720,115,14,835,html version of FL COVID Rep 05-05-2020,
Gadsden,,616,115,16,731,html version of FL COVID Rep 05-05-2020,
Citrus,1,1718,100,5,1820,html version of FL COVID Rep 05-05-2020,2
Indian River,51,1944,99,5,2043,html version of FL COVID Rep 05-05-2020,
Hernando,,1880,96,5,1976,html version of FL COVID Rep 05-05-2020,
Columbia,5,1279,96,7,1375,html version of FL COVID Rep 05-05-2020,
Highlands,5,1275,88,6,1364,html version of FL COVID Rep 05-05-2020,1
Monroe,15,1347,80,6,1427,html version of FL COVID Rep 05-05-2020,
Bay,,1639,76,4,1717,html version of FL COVID Rep 05-05-2020,2
Madison,3,419,61,13,480,html version of FL COVID Rep 05-05-2020,
Liberty,,89,60,40,149,html version of FL COVID Rep 05-05-2020,
Nassau,,1587,59,4,1646,html version of FL COVID Rep 05-05-2020,
Walton,,678,50,7,729,html version of FL COVID Rep 05-05-2020,1
Bradford,1,788,48,6,836,html version of FL COVID Rep 05-05-2020,
Desoto,5,1179,40,3,1219,html version of FL COVID Rep 05-05-2020,
Hardee,,199,34,15,233,html version of FL COVID Rep 05-05-2020,
Wakulla,,472,29,6,501,html version of FL COVID Rep 05-05-2020,
Jefferson,,164,28,15,192,html version of FL COVID Rep 05-05-2020,
Baker,,410,22,5,432,html version of FL COVID Rep 05-05-2020,
Levy,,743,20,3,763,html version of FL COVID Rep 05-05-2020,
Okeechobee,1,837,17,2,854,html version of FL COVID Rep 05-05-2020,
Unknown,1,56,17,23,73,html version of FL COVID Rep 05-05-2020,
Jackson,,525,15,3,540,html version of FL COVID Rep 05-05-2020,
Calhoun,1,151,15,9,167,html version of FL COVID Rep 05-05-2020,1
Washington,,310,12,4,322,html version of FL COVID Rep 05-05-2020,
Holmes,,506,10,2,516,html version of FL COVID Rep 05-05-2020,
Dixie,,245,10,4,255,html version of FL COVID Rep 05-05-2020,
Hamilton,,182,7,4,189,html version of FL COVID Rep 05-05-2020,
Gilchrist,1,270,6,2,276,html version of FL COVID Rep 05-05-2020,
Glades,,76,6,7,82,html version of FL COVID Rep 05-05-2020,
Union,1,256,5,2,261,html version of FL COVID Rep 05-05-2020,
Taylor,,247,3,1,250,html version of FL COVID Rep 05-05-2020,
